ticker,date,last,volume
5214 JT,2013-01-04,1896.0391,1300600
5214 JT,2013-01-07,1850.443,1255800
5214 JT,2013-01-08,1770.6498,1396000
5214 JT,2013-01-09,1801.0472,1292800
5214 JT,2013-01-10,1820.0456,1156400
5214 JT,2013-01-11,1804.8469,1404000
5214 JT,2013-01-15,1816.2459,1080000
5214 JT,2013-01-16,1725.0536,2118200
5214 JT,2013-01-17,1694.6562,1952000
5214 JT,2013-01-18,1728.8533,1483000
5214 JT,2013-01-21,1675.6578,1818800
5214 JT,2013-01-22,1645.2604,1889800
5214 JT,2013-01-23,1599.6643,1777000
5214 JT,2013-01-24,1588.2652,1784800
5214 JT,2013-01-25,1698.4559,2031600
5214 JT,2013-01-28,1652.8598,2027200
5214 JT,2013-01-29,1687.0569,1360000
5214 JT,2013-01-30,1706.0552,2315200
5214 JT,2013-01-31,1671.8581,1534600
5214 JT,2013-02-01,1664.2588,1235800
5214 JT,2013-02-04,1721.254,1533400
5214 JT,2013-02-05,1702.2556,1495000
5214 JT,2013-02-06,1740.2523,3279200
5214 JT,2013-02-07,1702.2556,2683200
5214 JT,2013-02-08,1713.6546,2700400
5214 JT,2013-02-12,1725.0536,1874600
5214 JT,2013-02-13,1706.0552,1987600
5214 JT,2013-02-14,1702.2556,2157800
5214 JT,2013-02-15,1694.6562,1454600
5214 JT,2013-02-18,1755.451,2222200
5214 JT,2013-02-19,1759.2507,2319400
5214 JT,2013-02-20,1766.8501,1406800
5214 JT,2013-02-21,1717.4543,1007200
5214 JT,2013-02-22,1698.4559,860600
5214 JT,2013-02-25,1744.052,1381400
5214 JT,2013-02-26,1725.0536,1179400
5214 JT,2013-02-27,1721.254,915800
5214 JT,2013-02-28,1732.653,1247200
5214 JT,2013-03-01,1713.6546,856800
5214 JT,2013-03-04,1671.8581,1530600
5214 JT,2013-03-05,1664.2588,1034200
5214 JT,2013-03-06,1671.8581,1636200
5214 JT,2013-03-07,1664.2588,1264600
5214 JT,2013-03-08,1652.8598,2817000
5214 JT,2013-03-11,1664.2588,2882600
5214 JT,2013-03-12,1690.8565,1594000
5214 JT,2013-03-13,1679.4575,580800
5214 JT,2013-03-14,1694.6562,933000
5214 JT,2013-03-15,1702.2556,1190400
5214 JT,2013-03-18,1671.8581,1135600
5214 JT,2013-03-19,1679.4575,1031800
5214 JT,2013-03-21,1690.8565,1173400
5214 JT,2013-03-22,1702.2556,2010800
5214 JT,2013-03-25,1751.6514,1539800
5214 JT,2013-03-26,1812.4462,3167800
5214 JT,2013-03-27,1878.1416,2266200
5214 JT,2013-03-28,1804.7163,1942600
5214 JT,2013-03-29,1847.2257,1550800
5214 JT,2013-04-01,1800.8518,1005400
5214 JT,2013-04-02,1742.8845,1411400
5214 JT,2013-04-03,1719.6976,1192200
5214 JT,2013-04-04,1727.4266,1535600
5214 JT,2013-04-05,1665.5947,3288200
5214 JT,2013-04-08,1696.5106,1455200
5214 JT,2013-04-09,1704.2396,1439800
5214 JT,2013-04-10,1773.8004,1777600
5214 JT,2013-04-11,1831.7678,2163200
5214 JT,2013-04-12,1808.5808,1301000
5214 JT,2013-04-15,1785.3939,783800
5214 JT,2013-04-16,1769.9359,1088000
5214 JT,2013-04-17,1777.6649,715200
5214 JT,2013-04-18,1746.749,1543200
5214 JT,2013-04-19,1781.5294,747400
5214 JT,2013-04-22,1812.4453,865800
5214 JT,2013-04-23,1777.6649,974200
5214 JT,2013-04-24,1893.5996,2223600
5214 JT,2013-04-25,2028.8567,6214400
5214 JT,2013-04-26,2009.5342,2928200
5214 JT,2013-04-30,1916.7865,3765600
5214 JT,2013-05-01,1858.8192,1592400
5214 JT,2013-05-02,1851.0902,1064200
5214 JT,2013-05-07,1967.0249,1703000
5214 JT,2013-05-08,2036.5857,1994000
5214 JT,2013-05-09,2009.5342,961000
5214 JT,2013-05-10,2055.9081,1109000
5214 JT,2013-05-13,2028.8567,1117600
5214 JT,2013-05-14,2225.9456,3157400
5214 JT,2013-05-15,2252.9971,1386000
5214 JT,2013-05-16,2283.913,1309000
5214 JT,2013-05-17,2372.7962,1457600
5214 JT,2013-05-20,2465.5439,1583200
5214 JT,2013-05-21,2515.7823,1454000
5214 JT,2013-05-22,2392.1187,2533400
5214 JT,2013-05-23,2256.8615,2390200
5214 JT,2013-05-24,2272.3195,2010400
5214 JT,2013-05-27,2110.011,2460600
5214 JT,2013-05-28,2152.5203,1052800
5214 JT,2013-05-29,2133.1979,1158000
5214 JT,2013-05-30,2013.3987,1820000
5214 JT,2013-05-31,2013.3987,981200
5214 JT,2013-06-03,1951.5669,982200
5214 JT,2013-06-04,2009.5342,1183200
5214 JT,2013-06-05,1920.651,1017000
5214 JT,2013-06-06,1901.3286,1082800
5214 JT,2013-06-07,1878.1416,1377400
5214 JT,2013-06-10,1951.5669,2014800
5214 JT,2013-06-11,1897.4641,1002200
5214 JT,2013-06-12,1959.2959,1025400
5214 JT,2013-06-13,1835.6322,904000
5214 JT,2013-06-14,1835.6322,1230600
5214 JT,2013-06-17,1939.9734,652400
5214 JT,2013-06-18,1936.109,492200
5214 JT,2013-06-19,1947.7024,548200
5214 JT,2013-06-20,1874.2771,827600
5214 JT,2013-06-21,1878.1416,1211800
5214 JT,2013-06-24,1831.7678,645000
5214 JT,2013-06-25,1820.1743,931800
5214 JT,2013-06-26,1739.02,1012200
5214 JT,2013-06-27,1820.1743,719200
5214 JT,2013-06-28,1866.5482,750000
5214 JT,2013-07-01,1878.1416,617200
5214 JT,2013-07-02,1936.109,632600
5214 JT,2013-07-03,1920.651,392600
5214 JT,2013-07-04,1882.0061,410400
5214 JT,2013-07-05,1928.38,569800
5214 JT,2013-07-08,1870.4126,1145200
5214 JT,2013-07-09,1912.922,516400
5214 JT,2013-07-10,1901.3286,465000
5214 JT,2013-07-11,1905.193,365200
5214 JT,2013-07-12,1936.109,897000
5214 JT,2013-07-16,1905.193,549800
5214 JT,2013-07-17,1916.7865,496000
5214 JT,2013-07-18,1924.5155,673400
5214 JT,2013-07-19,1866.5482,1292400
5214 JT,2013-07-22,1889.7351,886800
5214 JT,2013-07-23,1905.193,1093600
5214 JT,2013-07-24,1912.922,698000
5214 JT,2013-07-25,2167.9783,10664200
5214 JT,2013-07-26,2063.6371,2256000
5214 JT,2013-07-29,1974.7538,1741600
5214 JT,2013-07-30,2036.5857,1016600
5214 JT,2013-07-31,2036.5857,1631800
5214 JT,2013-08-01,1986.3473,1636800
5214 JT,2013-08-02,2013.3987,1069800
5214 JT,2013-08-05,1997.9408,663200
5214 JT,2013-08-06,2024.9922,593600
5214 JT,2013-08-07,1936.109,800800
5214 JT,2013-08-08,1916.7865,548200
5214 JT,2013-08-09,1909.0575,801800
5214 JT,2013-08-12,1943.8379,450400
5214 JT,2013-08-13,1982.4828,927800
5214 JT,2013-08-14,2024.9922,1111000
5214 JT,2013-08-15,2017.2632,871600
5214 JT,2013-08-16,1994.0763,749000
5214 JT,2013-08-19,2044.3146,502200
5214 JT,2013-08-20,1974.7538,678200
5214 JT,2013-08-21,1970.8894,474400
5214 JT,2013-08-22,1970.8894,344400
5214 JT,2013-08-23,2005.6698,822000
5214 JT,2013-08-26,2001.8053,327000
5214 JT,2013-08-27,1990.2118,329200
5214 JT,2013-08-28,1963.1604,638600
5214 JT,2013-08-29,1986.3473,829600
5214 JT,2013-08-30,1963.1604,459800
5214 JT,2013-09-02,1974.7538,315200
5214 JT,2013-09-03,2017.2632,474400
5214 JT,2013-09-04,2036.5857,458400
5214 JT,2013-09-05,2040.4502,778200
5214 JT,2013-09-06,2067.5016,1103000
5214 JT,2013-09-09,2117.7399,720400
5214 JT,2013-09-10,2152.5203,720400
5214 JT,2013-09-11,2144.7914,436200
5214 JT,2013-09-12,2160.2493,414000
5214 JT,2013-09-13,2067.5016,2008800
5214 JT,2013-09-17,2067.5016,607000
5214 JT,2013-09-18,2113.8754,902400
5214 JT,2013-09-19,2140.9269,652200
5214 JT,2013-09-20,2121.6044,591200
5214 JT,2013-09-24,2075.2306,822400
5214 JT,2013-09-25,2090.6885,612400
5214 JT,2013-09-26,2086.7651,901800
5214 JT,2013-09-27,2059.3077,790000
5214 JT,2013-09-30,2059.3077,606200
5214 JT,2013-10-01,2027.9277,814200
5214 JT,2013-10-02,1965.1679,1125000
5214 JT,2013-10-03,1886.7181,1648200
5214 JT,2013-10-04,1855.3382,1369800
5214 JT,2013-10-07,1823.9582,1352600
5214 JT,2013-10-08,1808.2683,1010400
5214 JT,2013-10-09,1847.4932,1050200
5214 JT,2013-10-10,1882.7956,1684200
5214 JT,2013-10-11,1894.5631,984400
5214 JT,2013-10-15,1847.4932,1379400
5214 JT,2013-10-16,1823.9582,1038200
5214 JT,2013-10-17,1847.4932,1039000
5214 JT,2013-10-18,1839.6482,1047400
5214 JT,2013-10-21,1839.6482,858400
5214 JT,2013-10-22,1855.3382,639200
5214 JT,2013-10-23,1835.7257,2373200
5214 JT,2013-10-24,1827.8807,1616600
5214 JT,2013-10-25,1831.8032,1141200
5214 JT,2013-10-28,1945.5554,2472600
5214 JT,2013-10-29,2024.0053,2535600
5214 JT,2013-10-30,2008.3153,1303800
5214 JT,2013-10-31,1976.9354,754000
5214 JT,2013-11-01,1953.4004,750600
5214 JT,2013-11-05,1980.8579,748600
5214 JT,2013-11-06,2027.9277,914800
5214 JT,2013-11-07,2008.3153,784600
5214 JT,2013-11-08,2024.0053,540800
5214 JT,2013-11-11,2055.3852,889400
5214 JT,2013-11-12,2082.8426,865600
5214 JT,2013-11-13,2114.2225,1126400
5214 JT,2013-11-14,2129.9125,817600
5214 JT,2013-11-15,2149.525,876000
5214 JT,2013-11-18,2141.68,710400
5214 JT,2013-11-19,2074.9976,1301000
5214 JT,2013-11-20,2094.6101,691800
5214 JT,2013-11-21,2098.5326,743000
5214 JT,2013-11-22,2102.4551,891400
5214 JT,2013-11-25,2114.2225,637600
5214 JT,2013-11-26,2106.3776,498400
5214 JT,2013-11-27,2118.145,488800
5214 JT,2013-11-28,2141.68,667000
5214 JT,2013-11-29,2161.2924,758000
5214 JT,2013-12-02,2161.2924,588400
5214 JT,2013-12-03,2145.6025,572600
5214 JT,2013-12-04,2110.3001,618400
5214 JT,2013-12-05,2078.9201,824000
5214 JT,2013-12-06,2074.9976,670200
5214 JT,2013-12-09,2133.835,665400
5214 JT,2013-12-10,2153.4475,636200
5214 JT,2013-12-11,2145.6025,559600
5214 JT,2013-12-12,2082.8426,941400
5214 JT,2013-12-13,2090.6876,1233200
5214 JT,2013-12-16,2051.4627,443000
5214 JT,2013-12-17,2059.3077,606600
5214 JT,2013-12-18,2078.9201,796200
5214 JT,2013-12-19,2106.3776,764000
5214 JT,2013-12-20,2094.6101,659400
5214 JT,2013-12-24,2122.0675,601400
5214 JT,2013-12-25,2106.3776,478000
5214 JT,2013-12-26,2141.68,402200
5214 JT,2013-12-27,2137.7575,473400
5214 JT,2013-12-30,2165.2149,844400
5214 JT,2014-01-06,2133.835,810000
5214 JT,2014-01-07,2110.3001,584800
5214 JT,2014-01-08,2161.2924,523000
5214 JT,2014-01-09,2090.6876,1310800
5214 JT,2014-01-10,2051.4627,1428200
5214 JT,2014-01-14,2012.2378,1122200
5214 JT,2014-01-15,2067.1527,778600
5214 JT,2014-01-16,2047.5402,638600
5214 JT,2014-01-17,2074.9976,564200
5214 JT,2014-01-20,2059.3077,839200
5214 JT,2014-01-21,2086.7651,788400
5214 JT,2014-01-22,2086.7651,663800
5214 JT,2014-01-23,2027.9277,1133000
5214 JT,2014-01-24,2012.2378,1153800
5214 JT,2014-01-27,1961.2454,856000
5214 JT,2014-01-28,1941.633,571400
5214 JT,2014-01-29,1898.4856,2478200
5214 JT,2014-01-30,1855.3382,1672400
5214 JT,2014-01-31,1827.8807,1294000
5214 JT,2014-02-03,1800.4233,1014400
5214 JT,2014-02-04,1721.9735,1288000
5214 JT,2014-02-05,1749.4309,1016000
5214 JT,2014-02-06,1737.6634,808200
5214 JT,2014-02-07,1800.4233,986400
5214 JT,2014-02-10,1784.7333,687200
5214 JT,2014-02-12,1820.0357,1110600
5214 JT,2014-02-13,1792.5783,1304000
5214 JT,2014-02-14,1757.2759,1033600
5214 JT,2014-02-17,1761.1984,645600
5214 JT,2014-02-18,1804.3458,799400
5214 JT,2014-02-19,1800.4233,646600
5214 JT,2014-02-20,1749.4309,1375000
5214 JT,2014-02-21,1792.5783,662600
5214 JT,2014-02-24,1780.8108,840800
5214 JT,2014-02-25,1812.1908,839200
5214 JT,2014-02-26,1827.8807,801200
5214 JT,2014-02-27,1823.9582,600000
5214 JT,2014-02-28,1808.2683,800600
5214 JT,2014-03-03,1780.8108,769000
5214 JT,2014-03-04,1780.8108,512800
5214 JT,2014-03-05,1855.3382,1915800
5214 JT,2014-03-06,1851.4157,1214000
5214 JT,2014-03-07,1843.5707,799000
5214 JT,2014-03-10,1835.7257,731000
5214 JT,2014-03-11,1874.9506,726200
5214 JT,2014-03-12,1847.4932,1176800
5214 JT,2014-03-13,1874.9506,1059800
5214 JT,2014-03-14,1859.2606,1697800
5214 JT,2014-03-17,1855.3382,1100000
5214 JT,2014-03-18,1867.1056,509200
5214 JT,2014-03-19,1847.4932,692200
5214 JT,2014-03-20,1835.7257,730000
5214 JT,2014-03-24,1906.3305,1548400
5214 JT,2014-03-25,1871.0281,866800
5214 JT,2014-03-26,1933.788,1432200
5214 JT,2014-03-27,2025.493,1734800
5214 JT,2014-03-28,2069.3521,1374000
5214 JT,2014-03-31,2117.1984,1902400
5214 JT,2014-04-01,2133.1472,1457400
5214 JT,2014-04-02,2109.224,1483600
5214 JT,2014-04-03,2113.2112,715200
5214 JT,2014-04-04,2125.1728,659400
5214 JT,2014-04-07,2093.2753,568800
5214 JT,2014-04-08,2093.2753,863600
5214 JT,2014-04-09,2061.3777,865000
5214 JT,2014-04-10,2061.3777,524000
5214 JT,2014-04-11,2029.4802,1086200
5214 JT,2014-04-14,2049.4162,600200
5214 JT,2014-04-15,2149.0959,1573800
5214 JT,2014-04-16,2184.9806,1308800
5214 JT,2014-04-17,2157.0703,646800
5214 JT,2014-04-18,2161.0575,486200
5214 JT,2014-04-21,2165.0447,529200
5214 JT,2014-04-22,2161.0575,835000
5214 JT,2014-04-23,2184.9806,749200
5214 JT,2014-04-24,2173.0191,720200
5214 JT,2014-04-25,2137.1344,674800
5214 JT,2014-04-28,2025.493,1820600
5214 JT,2014-04-30,1989.6083,941400
5214 JT,2014-05-01,2025.493,667000
5214 JT,2014-05-02,2073.3393,872200
5214 JT,2014-05-07,1993.5955,709000
5214 JT,2014-05-08,2013.5314,486600
5214 JT,2014-05-09,2001.5699,446800
5214 JT,2014-05-12,1985.6211,401600
5214 JT,2014-05-13,2021.5058,390000
5214 JT,2014-05-14,2021.5058,356400
5214 JT,2014-05-15,2017.5186,392800
5214 JT,2014-05-16,2001.5699,487200
5214 JT,2014-05-19,2001.5699,565000
