ticker,date,last,volume
3401 JT,2013-01-04,929.048,1871000
3401 JT,2013-01-07,920.7898,1411000
3401 JT,2013-01-08,896.0152,1536600
3401 JT,2013-01-09,891.8861,1639200
3401 JT,2013-01-10,912.5316,1664600
3401 JT,2013-01-11,904.2734,1413800
3401 JT,2013-01-15,900.1443,1980000
3401 JT,2013-01-16,862.9823,2257800
3401 JT,2013-01-17,838.2077,3679600
3401 JT,2013-01-18,858.8532,1793400
3401 JT,2013-01-21,854.7241,2181200
3401 JT,2013-01-22,854.7241,1742000
3401 JT,2013-01-23,821.6913,1841800
3401 JT,2013-01-24,838.2077,1509000
3401 JT,2013-01-25,862.9823,1283600
3401 JT,2013-01-28,850.595,1667600
3401 JT,2013-01-29,850.595,1581400
3401 JT,2013-01-30,862.9823,1139200
3401 JT,2013-01-31,867.1114,2014000
3401 JT,2013-02-01,862.9823,2664200
3401 JT,2013-02-04,834.0786,6390200
3401 JT,2013-02-05,821.6913,2622800
3401 JT,2013-02-06,838.2077,2547000
3401 JT,2013-02-07,838.2077,2629800
3401 JT,2013-02-08,821.6913,2675800
3401 JT,2013-02-12,825.8204,1238200
3401 JT,2013-02-13,813.4331,1798800
3401 JT,2013-02-14,834.0786,2245200
3401 JT,2013-02-15,838.2077,4953800
3401 JT,2013-02-18,883.6279,3389200
3401 JT,2013-02-19,875.3697,2584600
3401 JT,2013-02-20,900.1443,3100400
3401 JT,2013-02-21,891.8861,2166600
3401 JT,2013-02-22,896.0152,2267600
3401 JT,2013-02-25,904.2734,1448800
3401 JT,2013-02-26,879.4988,1566400
3401 JT,2013-02-27,879.4988,1119600
3401 JT,2013-02-28,887.757,1182000
3401 JT,2013-03-01,867.1114,2058600
3401 JT,2013-03-04,867.1114,1268800
3401 JT,2013-03-05,858.8532,1088600
3401 JT,2013-03-06,871.2405,995000
3401 JT,2013-03-07,871.2405,1371200
3401 JT,2013-03-08,879.4988,2473600
3401 JT,2013-03-11,887.757,2699000
3401 JT,2013-03-12,912.5316,3161400
3401 JT,2013-03-13,900.1443,1327200
3401 JT,2013-03-14,896.0152,1541600
3401 JT,2013-03-15,900.1443,1393000
3401 JT,2013-03-18,883.6279,884200
3401 JT,2013-03-19,912.5316,1473200
3401 JT,2013-03-21,941.4353,3317400
3401 JT,2013-03-22,929.048,2286400
3401 JT,2013-03-25,933.1771,1188800
3401 JT,2013-03-26,920.7898,1918400
3401 JT,2013-03-27,929.1231,699000
3401 JT,2013-03-28,904.1243,1536000
3401 JT,2013-03-29,908.2907,1343000
3401 JT,2013-04-01,904.1243,3197800
3401 JT,2013-04-02,887.4584,2414800
3401 JT,2013-04-03,870.7925,2262600
3401 JT,2013-04-04,858.2931,2965200
3401 JT,2013-04-05,862.4595,2173200
3401 JT,2013-04-08,887.4584,2943800
3401 JT,2013-04-09,924.9566,2278000
3401 JT,2013-04-10,966.6213,2833200
3401 JT,2013-04-11,962.4548,2039600
3401 JT,2013-04-12,949.9554,1710000
3401 JT,2013-04-15,937.456,1122000
3401 JT,2013-04-16,912.4572,2479200
3401 JT,2013-04-17,912.4572,1923200
3401 JT,2013-04-18,883.2919,2420800
3401 JT,2013-04-19,891.6248,1830600
3401 JT,2013-04-22,899.9578,1667000
3401 JT,2013-04-23,929.1231,2151800
3401 JT,2013-04-24,974.9543,3887400
3401 JT,2013-04-25,970.7878,2324000
3401 JT,2013-04-26,962.4548,1303600
3401 JT,2013-04-30,974.9543,1339000
3401 JT,2013-05-01,954.1219,800400
3401 JT,2013-05-02,949.9554,981000
3401 JT,2013-05-07,983.2872,1544200
3401 JT,2013-05-08,1012.4525,2703000
3401 JT,2013-05-09,966.6213,3762200
3401 JT,2013-05-10,987.4537,1960400
3401 JT,2013-05-13,999.9531,1579400
3401 JT,2013-05-14,995.7866,879200
3401 JT,2013-05-15,1033.2849,2423400
3401 JT,2013-05-16,1029.1184,1273800
3401 JT,2013-05-17,1037.4513,1387400
3401 JT,2013-05-20,1095.7819,2407000
3401 JT,2013-05-21,1129.1137,2799800
3401 JT,2013-05-22,1124.9472,3486600
3401 JT,2013-05-23,1062.4502,3919000
3401 JT,2013-05-24,1062.4502,2963000
3401 JT,2013-05-27,1024.9519,2622200
3401 JT,2013-05-28,1037.4513,1980800
3401 JT,2013-05-29,1037.4513,1977200
3401 JT,2013-05-30,962.4548,2922800
3401 JT,2013-05-31,974.9543,1805400
3401 JT,2013-06-03,941.6225,1247400
3401 JT,2013-06-04,966.6213,1906400
3401 JT,2013-06-05,920.7901,1601600
3401 JT,2013-06-06,899.9578,1632200
3401 JT,2013-06-07,883.2919,1841400
3401 JT,2013-06-10,916.6237,1692200
3401 JT,2013-06-11,887.4584,1857400
3401 JT,2013-06-12,908.2907,1810600
3401 JT,2013-06-13,854.1266,2018000
3401 JT,2013-06-14,854.1266,2714600
3401 JT,2013-06-17,883.2919,1704000
3401 JT,2013-06-18,874.959,1234600
3401 JT,2013-06-19,891.6248,1367600
3401 JT,2013-06-20,862.4595,1627800
3401 JT,2013-06-21,858.2931,2316200
3401 JT,2013-06-24,854.1266,1181200
3401 JT,2013-06-25,849.9601,1464200
3401 JT,2013-06-26,854.1266,1333200
3401 JT,2013-06-27,879.1254,1873600
3401 JT,2013-06-28,908.2907,1569600
3401 JT,2013-07-01,912.4572,1255600
3401 JT,2013-07-02,924.9566,1550200
3401 JT,2013-07-03,908.2907,1088800
3401 JT,2013-07-04,891.6248,1677800
3401 JT,2013-07-05,924.9566,1458600
3401 JT,2013-07-08,899.9578,2072200
3401 JT,2013-07-09,924.9566,1200800
3401 JT,2013-07-10,920.7901,1102200
3401 JT,2013-07-11,912.4572,1146800
3401 JT,2013-07-12,924.9566,1448800
3401 JT,2013-07-16,937.456,1025600
3401 JT,2013-07-17,945.789,1769400
3401 JT,2013-07-18,966.6213,1795800
3401 JT,2013-07-19,933.2896,2599800
3401 JT,2013-07-22,933.2896,1570800
3401 JT,2013-07-23,945.789,1282200
3401 JT,2013-07-24,933.2896,739200
3401 JT,2013-07-25,924.9566,694400
3401 JT,2013-07-26,899.9578,1321400
3401 JT,2013-07-29,862.4595,1582600
3401 JT,2013-07-30,887.4584,1130800
3401 JT,2013-07-31,887.4584,1563800
3401 JT,2013-08-01,912.4572,1753000
3401 JT,2013-08-02,887.4584,5165800
3401 JT,2013-08-05,895.7913,1507400
3401 JT,2013-08-06,916.6237,1809000
3401 JT,2013-08-07,895.7913,1271800
3401 JT,2013-08-08,887.4584,1002800
3401 JT,2013-08-09,891.6248,1054400
3401 JT,2013-08-12,891.6248,780400
3401 JT,2013-08-13,916.6237,552600
3401 JT,2013-08-14,924.9566,793000
3401 JT,2013-08-15,920.7901,673000
3401 JT,2013-08-16,912.4572,846800
3401 JT,2013-08-19,916.6237,1562600
3401 JT,2013-08-20,895.7913,771600
3401 JT,2013-08-21,883.2919,774200
3401 JT,2013-08-22,879.1254,822400
3401 JT,2013-08-23,891.6248,1023200
3401 JT,2013-08-26,895.7913,747000
3401 JT,2013-08-27,904.1243,664000
3401 JT,2013-08-28,899.9578,919000
3401 JT,2013-08-29,899.9578,838600
3401 JT,2013-08-30,899.9578,612000
3401 JT,2013-09-02,895.7913,564200
3401 JT,2013-09-03,916.6237,1288600
3401 JT,2013-09-04,912.4572,443200
3401 JT,2013-09-05,912.4572,970800
3401 JT,2013-09-06,895.7913,684200
3401 JT,2013-09-09,912.4572,718000
3401 JT,2013-09-10,924.9566,1145000
3401 JT,2013-09-11,945.789,1625200
3401 JT,2013-09-12,949.9554,726600
3401 JT,2013-09-13,958.2884,1217200
3401 JT,2013-09-17,966.6213,1098800
3401 JT,2013-09-18,962.4548,1108400
3401 JT,2013-09-19,974.9543,814200
3401 JT,2013-09-20,974.9543,1352600
3401 JT,2013-09-24,962.4548,685000
3401 JT,2013-09-25,966.6213,680600
3401 JT,2013-09-26,970.8243,1145800
3401 JT,2013-09-27,958.2162,814200
3401 JT,2013-09-30,949.8108,706600
3401 JT,2013-10-01,941.4054,887600
3401 JT,2013-10-02,920.3919,1506400
3401 JT,2013-10-03,924.5946,636400
3401 JT,2013-10-04,924.5946,950000
3401 JT,2013-10-07,899.3784,1137600
3401 JT,2013-10-08,907.7838,790400
3401 JT,2013-10-09,924.5946,881800
3401 JT,2013-10-10,941.4054,788800
3401 JT,2013-10-11,954.0135,970200
3401 JT,2013-10-15,949.8108,549400
3401 JT,2013-10-16,941.4054,604000
3401 JT,2013-10-17,954.0135,1211600
3401 JT,2013-10-18,954.0135,625400
3401 JT,2013-10-21,958.2162,764000
3401 JT,2013-10-22,962.4189,426400
3401 JT,2013-10-23,945.6081,700200
3401 JT,2013-10-24,937.2027,991200
3401 JT,2013-10-25,924.5946,1502400
3401 JT,2013-10-28,933.0,1607600
3401 JT,2013-10-29,920.3919,941600
3401 JT,2013-10-30,941.4054,1385800
3401 JT,2013-10-31,924.5946,808800
3401 JT,2013-11-01,916.1892,1246200
3401 JT,2013-11-05,890.973,1181600
3401 JT,2013-11-06,911.9865,1240400
3401 JT,2013-11-07,886.7703,2557400
3401 JT,2013-11-08,886.7703,1475400
3401 JT,2013-11-11,886.7703,1177400
3401 JT,2013-11-12,895.1757,1769800
3401 JT,2013-11-13,903.5811,1169400
3401 JT,2013-11-14,907.7838,1898000
3401 JT,2013-11-15,924.5946,1329800
3401 JT,2013-11-18,920.3919,1333400
3401 JT,2013-11-19,920.3919,811400
3401 JT,2013-11-20,933.0,2055800
3401 JT,2013-11-21,945.6081,1460400
3401 JT,2013-11-22,937.2027,1399000
3401 JT,2013-11-25,941.4054,911200
3401 JT,2013-11-26,941.4054,1148400
3401 JT,2013-11-27,949.8108,1134000
3401 JT,2013-11-28,949.8108,449800
3401 JT,2013-11-29,941.4054,1064400
3401 JT,2013-12-02,954.0135,1228800
3401 JT,2013-12-03,991.8378,4499000
3401 JT,2013-12-04,962.4189,2861600
3401 JT,2013-12-05,954.0135,1323000
3401 JT,2013-12-06,962.4189,1040200
3401 JT,2013-12-09,983.4324,1242600
3401 JT,2013-12-10,979.2297,761000
3401 JT,2013-12-11,966.6216,969600
3401 JT,2013-12-12,954.0135,795000
3401 JT,2013-12-13,958.2162,1381000
3401 JT,2013-12-16,941.4054,934200
3401 JT,2013-12-17,945.6081,678000
3401 JT,2013-12-18,962.4189,1499000
3401 JT,2013-12-19,962.4189,1179000
3401 JT,2013-12-20,954.0135,1030400
3401 JT,2013-12-24,949.8108,701800
3401 JT,2013-12-25,945.6081,806200
3401 JT,2013-12-26,962.4189,924800
3401 JT,2013-12-27,970.8243,738000
3401 JT,2013-12-30,983.4324,817600
3401 JT,2014-01-06,975.027,1441200
3401 JT,2014-01-07,966.6216,1334200
3401 JT,2014-01-08,991.8378,1297400
3401 JT,2014-01-09,991.8378,1141400
3401 JT,2014-01-10,991.8378,1076000
3401 JT,2014-01-14,987.6351,1633800
3401 JT,2014-01-15,1004.4459,1799800
3401 JT,2014-01-16,1033.8649,3505600
3401 JT,2014-01-17,1038.0676,1956200
3401 JT,2014-01-20,1038.0676,1513600
3401 JT,2014-01-21,1050.6757,3317800
3401 JT,2014-01-22,1042.2703,2872800
3401 JT,2014-01-23,1054.8784,2663800
3401 JT,2014-01-24,1033.8649,1930600
3401 JT,2014-01-27,1017.0541,1357200
3401 JT,2014-01-28,996.0405,1603200
3401 JT,2014-01-29,1025.4595,1573400
3401 JT,2014-01-30,1004.4459,1351000
3401 JT,2014-01-31,979.2297,2340400
3401 JT,2014-02-03,991.8378,2476200
3401 JT,2014-02-04,945.6081,2217400
3401 JT,2014-02-05,949.8108,1460200
3401 JT,2014-02-06,954.0135,1035000
3401 JT,2014-02-07,996.0405,1857200
3401 JT,2014-02-10,996.0405,1114400
3401 JT,2014-02-12,1029.6622,1350400
3401 JT,2014-02-13,1000.2432,1043000
3401 JT,2014-02-14,996.0405,1510000
3401 JT,2014-02-17,996.0405,875400
3401 JT,2014-02-18,1012.8514,1535000
3401 JT,2014-02-19,1012.8514,589400
3401 JT,2014-02-20,991.8378,751400
3401 JT,2014-02-21,1017.0541,774400
3401 JT,2014-02-24,1008.6486,1284600
3401 JT,2014-02-25,1017.0541,944800
3401 JT,2014-02-26,1050.6757,2279600
3401 JT,2014-02-27,1046.473,1558200
3401 JT,2014-02-28,1025.4595,1177400
3401 JT,2014-03-03,1017.0541,779200
3401 JT,2014-03-04,1046.473,1922200
3401 JT,2014-03-05,1038.0676,1784600
3401 JT,2014-03-06,1080.0946,3743800
3401 JT,2014-03-07,1096.9054,2203600
3401 JT,2014-03-10,1092.7027,1595000
3401 JT,2014-03-11,1096.9054,976800
3401 JT,2014-03-12,1075.8919,954000
3401 JT,2014-03-13,1080.0946,4153200
3401 JT,2014-03-14,1042.2703,2768200
3401 JT,2014-03-17,1029.6622,1215000
3401 JT,2014-03-18,1050.6757,1098400
3401 JT,2014-03-19,1038.0676,1755200
3401 JT,2014-03-20,1038.0676,2620800
3401 JT,2014-03-24,1084.2973,2527400
3401 JT,2014-03-25,1096.9054,2827600
3401 JT,2014-03-26,1092.7027,1738400
3401 JT,2014-03-27,1096.9376,1918200
3401 JT,2014-03-28,1084.2318,1402600
3401 JT,2014-03-31,1084.2318,1547000
3401 JT,2014-04-01,1084.2318,1420600
3401 JT,2014-04-02,1092.7024,1825000
3401 JT,2014-04-03,1096.9376,965600
