ticker,date,last,volume
6988 JT,2013-09-26,5680.5025,11378700
6988 JT,2013-09-27,5587.3795,3483000
6988 JT,2013-09-30,5409.5993,3669000
6988 JT,2013-10-01,5333.4077,2857200
6988 JT,2013-10-02,5147.1618,2966100
6988 JT,2013-10-03,5189.4904,2640300
6988 JT,2013-10-04,5011.7101,2800400
6988 JT,2013-10-07,4859.327,3468000
6988 JT,2013-10-08,4816.9984,2423400
6988 JT,2013-10-09,4800.067,2326700
6988 JT,2013-10-10,4656.1496,3845000
6988 JT,2013-10-11,4681.5468,3826600
6988 JT,2013-10-15,4749.2726,1637000
6988 JT,2013-10-16,4791.6012,1382900
6988 JT,2013-10-17,4825.4641,1768500
6988 JT,2013-10-18,4774.6698,1089900
6988 JT,2013-10-21,4842.3956,929600
6988 JT,2013-10-22,4850.8613,1032100
6988 JT,2013-10-23,4486.8351,5529200
6988 JT,2013-10-24,4427.575,3686400
6988 JT,2013-10-25,4351.3835,2361700
6988 JT,2013-10-28,4385.2464,1639000
6988 JT,2013-10-29,4325.9863,2078100
6988 JT,2013-10-30,4385.2464,1560300
6988 JT,2013-10-31,4342.9177,1402900
6988 JT,2013-11-01,4249.7947,3093700
6988 JT,2013-11-05,4258.2605,1835600
6988 JT,2013-11-06,4427.575,2140800
6988 JT,2013-11-07,4325.9863,1470600
6988 JT,2013-11-08,4351.3835,1517500
6988 JT,2013-11-11,4376.7806,928900
6988 JT,2013-11-12,4529.1637,1802000
6988 JT,2013-11-13,4427.575,1612800
6988 JT,2013-11-14,4520.698,1859200
6988 JT,2013-11-15,4546.0952,1803400
6988 JT,2013-11-18,4520.698,1244600
6988 JT,2013-11-19,4495.3008,817100
6988 JT,2013-11-20,4503.7665,893300
6988 JT,2013-11-21,4588.4238,1257500
6988 JT,2013-11-22,4579.9581,1545700
6988 JT,2013-11-25,4571.4923,1158800
6988 JT,2013-11-26,4520.698,981200
6988 JT,2013-11-27,4495.3008,1033900
6988 JT,2013-11-28,4469.9036,1688800
6988 JT,2013-11-29,4410.6435,1510500
6988 JT,2013-12-02,4503.7665,1093800
6988 JT,2013-12-03,4512.2323,1105600
6988 JT,2013-12-04,4368.3149,1696300
6988 JT,2013-12-05,4275.1919,1388700
6988 JT,2013-12-06,4342.9177,1449200
6988 JT,2013-12-09,4419.1093,1044100
6988 JT,2013-12-10,4444.5064,1109700
6988 JT,2013-12-11,4376.7806,947800
