ticker,date,last,volume
8053 JT,2013-01-04,819.4186,10036400
8053 JT,2013-01-07,821.5807,9103400
8053 JT,2013-01-08,819.4186,6785300
8053 JT,2013-01-09,819.4186,7398600
8053 JT,2013-01-10,823.0221,6843900
8053 JT,2013-01-11,820.86,10726400
8053 JT,2013-01-15,827.3462,7332500
8053 JT,2013-01-16,820.86,7620400
8053 JT,2013-01-17,813.6532,10666800
8053 JT,2013-01-18,820.86,8716700
8053 JT,2013-01-21,817.9773,6744000
8053 JT,2013-01-22,817.2566,8555300
8053 JT,2013-01-23,814.3738,6776400
8053 JT,2013-01-24,814.3738,6712000
8053 JT,2013-01-25,828.7875,9723200
8053 JT,2013-01-28,835.2737,10075900
8053 JT,2013-01-29,843.9219,6759400
8053 JT,2013-01-30,849.6874,6069000
8053 JT,2013-01-31,851.8495,9185400
8053 JT,2013-02-01,842.4806,11465900
8053 JT,2013-02-04,847.5253,13893700
8053 JT,2013-02-05,819.4186,13043300
8053 JT,2013-02-06,830.2289,9521800
8053 JT,2013-02-07,829.5082,8151900
8053 JT,2013-02-08,833.1116,9701600
8053 JT,2013-02-12,838.8771,7026000
8053 JT,2013-02-13,836.7151,6495700
8053 JT,2013-02-14,830.2289,7099200
8053 JT,2013-02-15,826.6255,7089900
8053 JT,2013-02-18,840.3185,6770400
8053 JT,2013-02-19,835.9944,6614900
8053 JT,2013-02-20,846.084,7102400
8053 JT,2013-02-21,833.1116,8030400
8053 JT,2013-02-22,830.2289,7423800
8053 JT,2013-02-25,839.5978,6042300
8053 JT,2013-02-26,830.2289,7662600
8053 JT,2013-02-27,813.6532,10890300
8053 JT,2013-02-28,817.2566,7979600
8053 JT,2013-03-01,825.9048,6386800
8053 JT,2013-03-04,827.3462,4791000
8053 JT,2013-03-05,831.6703,5549000
8053 JT,2013-03-06,834.553,4297500
8053 JT,2013-03-07,838.8771,6618400
8053 JT,2013-03-08,841.7599,12203600
8053 JT,2013-03-11,869.1459,12212200
8053 JT,2013-03-12,883.5596,12227500
8053 JT,2013-03-13,877.0734,7530300
8053 JT,2013-03-14,883.5596,5707400
8053 JT,2013-03-15,885.7216,8956200
8053 JT,2013-03-18,876.3527,6815200
8053 JT,2013-03-19,889.3251,6979300
8053 JT,2013-03-21,902.2974,8221600
8053 JT,2013-03-22,900.1353,8184000
8053 JT,2013-03-25,913.1077,8039400
8053 JT,2013-03-26,896.5319,8025700
8053 JT,2013-03-27,884.0699,7758700
8053 JT,2013-03-28,867.2095,8490500
8053 JT,2013-03-29,863.5442,5953200
8053 JT,2013-04-01,844.4847,6285100
8053 JT,2013-04-02,829.0904,9606900
8053 JT,2013-04-03,834.9549,5565500
8053 JT,2013-04-04,840.0863,9459000
8053 JT,2013-04-05,832.7557,14969000
8053 JT,2013-04-08,857.6797,9808000
8053 JT,2013-04-09,873.807,10416700
8053 JT,2013-04-10,895.7988,13094600
8053 JT,2013-04-11,898.7311,10544300
8053 JT,2013-04-12,900.9302,8819600
8053 JT,2013-04-15,887.0021,7303500
8053 JT,2013-04-16,860.612,8644300
8053 JT,2013-04-17,868.6756,6847900
8053 JT,2013-04-18,853.2814,8277100
8053 JT,2013-04-19,853.2814,5024800
8053 JT,2013-04-22,862.8111,6037000
8053 JT,2013-04-23,862.8111,5343700
8053 JT,2013-04-24,874.5401,5836300
8053 JT,2013-04-25,898.7311,8949300
8053 JT,2013-04-26,888.4682,5262100
8053 JT,2013-04-30,891.4005,5337200
8053 JT,2013-05-01,882.6038,4583400
8053 JT,2013-05-02,888.4682,10111400
8053 JT,2013-05-07,911.9261,14231400
8053 JT,2013-05-08,945.6469,18040300
8053 JT,2013-05-09,960.3081,11615600
8053 JT,2013-05-10,969.1048,11680500
8053 JT,2013-05-13,974.9693,7949900
8053 JT,2013-05-14,974.9693,4685600
8053 JT,2013-05-15,991.8296,8051400
8053 JT,2013-05-16,989.6305,7633500
8053 JT,2013-05-17,988.8974,4575500
8053 JT,2013-05-20,1031.4149,9093700
8053 JT,2013-05-21,1144.306,24349500
8053 JT,2013-05-22,1114.2506,17458400
8053 JT,2013-05-23,1054.8728,16858000
8053 JT,2013-05-24,1050.4744,12786700
8053 JT,2013-05-27,1006.4908,7034200
