ticker,date,last,volume
3659 JT,2020-10-29,2926.6949,8385800
3659 JT,2020-10-30,2916.7027,5939200
3659 JT,2020-11-02,2897.7177,3921000
3659 JT,2020-11-04,2847.757,5640100
3659 JT,2020-11-05,2940.6839,3643500
3659 JT,2020-11-06,3012.6272,3264500
3659 JT,2020-11-09,3052.5957,2458400
3659 JT,2020-11-10,2796.7972,6056500
3659 JT,2020-11-11,2552.9892,8674100
3659 JT,2020-11-12,2565.979,5351500
3659 JT,2020-11-13,2498.0325,3710200
3659 JT,2020-11-16,2528.0089,3331400
3659 JT,2020-11-17,2553.9884,3002600
3659 JT,2020-11-18,2538.001,3571400
3659 JT,2020-11-19,2639.9207,3758400
3659 JT,2020-11-20,2725.8531,3603300
3659 JT,2020-11-24,2808.7877,5034400
3659 JT,2020-11-25,2912.7059,4141500
3659 JT,2020-11-26,3132.5328,2651800
3659 JT,2020-11-27,3027.6154,2668100
3659 JT,2020-11-30,3152.517,2863100
3659 JT,2020-12-01,3172.5013,1944900
3659 JT,2020-12-02,3102.5564,1912400
3659 JT,2020-12-03,3047.5996,3174800
3659 JT,2020-12-04,2995.6406,2212300
3659 JT,2020-12-07,3002.6351,1986100
3659 JT,2020-12-08,2983.65,2739400
3659 JT,2020-12-09,2962.6665,3242400
3659 JT,2020-12-10,2946.6791,2124400
3659 JT,2020-12-11,3102.5564,3515400
3659 JT,2020-12-14,3102.5564,1691400
3659 JT,2020-12-15,3087.5682,2074200
3659 JT,2020-12-16,3207.4737,1950600
3659 JT,2020-12-17,3347.3636,3044700
3659 JT,2020-12-18,3417.3085,3110600
3659 JT,2020-12-21,3247.4422,1762200
3659 JT,2020-12-22,3192.4855,1439800
3659 JT,2020-12-23,3197.4816,1346600
3659 JT,2020-12-24,3227.458,800000
3659 JT,2020-12-25,3177.4973,475200
3659 JT,2020-12-28,3172.5013,977900
3659 JT,2020-12-29,3200.0,1169300
3659 JT,2020-12-30,3180.0,1276900
3659 JT,2021-01-04,3180.0,794200
3659 JT,2021-01-05,3140.0,1087000
3659 JT,2021-01-06,3185.0,1120700
3659 JT,2021-01-07,3180.0,1604000
3659 JT,2021-01-08,3260.0,2347900
3659 JT,2021-01-12,3180.0,2042000
3659 JT,2021-01-13,3290.0,1980400
3659 JT,2021-01-14,3400.0,2194900
3659 JT,2021-01-15,3265.0,2019300
3659 JT,2021-01-18,3200.0,2520500
3659 JT,2021-01-19,3245.0,1110500
3659 JT,2021-01-20,3145.0,1315600
3659 JT,2021-01-21,3125.0,1445800
3659 JT,2021-01-22,3265.0,2063300
3659 JT,2021-01-25,3265.0,1160300
3659 JT,2021-01-26,3270.0,1296200
3659 JT,2021-01-27,3365.0,1457000
3659 JT,2021-01-28,3310.0,2147400
3659 JT,2021-01-29,3185.0,2089400
3659 JT,2021-02-01,3295.0,1296400
3659 JT,2021-02-02,3290.0,1530500
3659 JT,2021-02-03,3295.0,1311700
3659 JT,2021-02-04,3270.0,1204200
3659 JT,2021-02-05,3340.0,1625200
3659 JT,2021-02-08,3470.0,2047700
3659 JT,2021-02-09,3540.0,2749400
3659 JT,2021-02-10,3310.0,4525600
3659 JT,2021-02-12,3315.0,3272600
3659 JT,2021-02-15,3455.0,1348600
3659 JT,2021-02-16,3520.0,1578100
3659 JT,2021-02-17,3515.0,1250500
3659 JT,2021-02-18,3530.0,2067200
3659 JT,2021-02-19,3555.0,2483300
3659 JT,2021-02-22,3490.0,1643500
3659 JT,2021-02-24,3455.0,3984800
3659 JT,2021-02-25,3500.0,1835600
3659 JT,2021-02-26,3360.0,4268900
3659 JT,2021-03-01,3370.0,2677600
3659 JT,2021-03-02,3475.0,2182800
3659 JT,2021-03-03,3460.0,2052100
3659 JT,2021-03-04,3420.0,1829400
3659 JT,2021-03-05,3395.0,3269300
3659 JT,2021-03-08,3365.0,2974700
3659 JT,2021-03-09,3370.0,2599100
3659 JT,2021-03-10,3385.0,2743200
3659 JT,2021-03-11,3420.0,2211500
3659 JT,2021-03-12,3575.0,3106900
3659 JT,2021-03-15,3575.0,2069300
3659 JT,2021-03-16,3625.0,1432900
3659 JT,2021-03-17,3670.0,1166200
3659 JT,2021-03-18,3635.0,1524500
3659 JT,2021-03-19,3545.0,3261800
