ticker,date,last,volume
6674 JT,2013-01-04,1500.9801,829400
6674 JT,2013-01-07,1492.4275,951800
6674 JT,2013-01-08,1432.5593,1000000
6674 JT,2013-01-09,1428.283,1459600
6674 JT,2013-01-10,1428.283,763000
6674 JT,2013-01-11,1441.1119,844200
6674 JT,2013-01-15,1436.8356,630400
6674 JT,2013-01-16,1372.6912,1934800
6674 JT,2013-01-17,1304.2704,7501600
6674 JT,2013-01-18,1347.0334,5240200
6674 JT,2013-01-21,1359.8623,4018400
6674 JT,2013-01-22,1334.2045,2401600
6674 JT,2013-01-23,1334.2045,1497000
6674 JT,2013-01-24,1342.7571,1711200
6674 JT,2013-01-25,1342.7571,1035200
6674 JT,2013-01-28,1406.9015,4250000
6674 JT,2013-01-29,1415.4541,1537600
6674 JT,2013-01-30,1402.6252,1270200
6674 JT,2013-01-31,1394.0726,1174800
6674 JT,2013-02-01,1394.0726,749200
6674 JT,2013-02-04,1411.1778,952000
6674 JT,2013-02-05,1415.4541,1143600
6674 JT,2013-02-06,1436.8356,1637000
6674 JT,2013-02-07,1432.5593,956200
6674 JT,2013-02-08,1411.1778,1682200
6674 JT,2013-02-12,1406.9015,838400
6674 JT,2013-02-13,1385.5201,918400
6674 JT,2013-02-14,1402.6252,666200
6674 JT,2013-02-15,1385.5201,581000
6674 JT,2013-02-18,1398.3489,473800
6674 JT,2013-02-19,1385.5201,668200
6674 JT,2013-02-20,1394.0726,583800
6674 JT,2013-02-21,1505.2564,7222600
6674 JT,2013-02-22,1505.2564,2614200
6674 JT,2013-02-25,1509.5327,1952000
6674 JT,2013-02-26,1505.2564,1191400
6674 JT,2013-02-27,1599.3349,3030400
6674 JT,2013-02-28,1719.0712,6885000
6674 JT,2013-03-01,1693.4134,2460600
6674 JT,2013-03-04,1723.3475,1602400
6674 JT,2013-03-05,1719.0712,982600
6674 JT,2013-03-06,1714.7949,1094200
6674 JT,2013-03-07,1868.7416,4824800
6674 JT,2013-03-08,1988.4779,5794800
6674 JT,2013-03-11,1971.3727,3033800
6674 JT,2013-03-12,1898.6756,3006800
6674 JT,2013-03-13,1911.5045,1768800
6674 JT,2013-03-14,1890.123,1474200
6674 JT,2013-03-15,1915.7808,2195800
6674 JT,2013-03-18,1834.5312,1778400
6674 JT,2013-03-19,1855.9127,932200
6674 JT,2013-03-21,1860.189,511800
6674 JT,2013-03-22,1825.9786,575400
