ticker,date,last,volume
9681 JT,2013-01-04,567.317,1114500
9681 JT,2013-01-07,594.1617,2862000
9681 JT,2013-01-08,585.2135,1620000
9681 JT,2013-01-09,631.7442,3021500
9681 JT,2013-01-10,619.2167,1099000
9681 JT,2013-01-11,631.7442,1568000
9681 JT,2013-01-15,631.7442,957500
9681 JT,2013-01-16,619.2167,1119500
9681 JT,2013-01-17,610.2685,1120500
9681 JT,2013-01-18,633.5338,969500
9681 JT,2013-01-21,626.3753,775000
9681 JT,2013-01-22,617.427,946500
9681 JT,2013-01-23,590.5824,1040000
9681 JT,2013-01-24,612.0581,940000
9681 JT,2013-01-25,613.8478,869000
9681 JT,2013-01-28,640.6924,5748000
9681 JT,2013-01-29,626.1728,3189500
9681 JT,2013-01-30,638.8778,985000
9681 JT,2013-01-31,633.4328,918000
9681 JT,2013-02-01,627.9878,623500
9681 JT,2013-02-04,626.1728,574500
9681 JT,2013-02-05,598.9479,1198000
9681 JT,2013-02-06,615.2828,820000
9681 JT,2013-02-07,600.7629,1011000
9681 JT,2013-02-08,573.538,1197500
9681 JT,2013-02-12,586.2429,681000
9681 JT,2013-02-13,573.538,807000
9681 JT,2013-02-14,580.798,737500
9681 JT,2013-02-15,566.278,935000
9681 JT,2013-02-18,584.4279,626500
9681 JT,2013-02-19,588.0579,432000
9681 JT,2013-02-20,595.3179,382000
9681 JT,2013-02-21,593.5029,634500
9681 JT,2013-02-22,609.8379,769000
9681 JT,2013-02-25,626.1728,823500
9681 JT,2013-02-26,613.4678,751000
9681 JT,2013-02-27,606.2079,392000
9681 JT,2013-02-28,637.0628,1512000
9681 JT,2013-03-01,642.5077,926500
9681 JT,2013-03-04,660.6577,1393000
9681 JT,2013-03-05,647.9527,546500
9681 JT,2013-03-06,653.3977,508500
9681 JT,2013-03-07,642.5077,672000
9681 JT,2013-03-08,653.3977,2238500
9681 JT,2013-03-11,736.8874,4217000
9681 JT,2013-03-12,716.9225,2271500
9681 JT,2013-03-13,733.2574,1725000
9681 JT,2013-03-14,831.2671,4290000
9681 JT,2013-03-15,956.5016,6183000
9681 JT,2013-03-18,974.6516,6423500
9681 JT,2013-03-19,980.0966,3191500
9681 JT,2013-03-21,1021.8414,3649000
9681 JT,2013-03-22,941.9817,2686500
9681 JT,2013-03-25,974.6516,2128500
9681 JT,2013-03-26,932.9067,1817000
9681 JT,2013-03-27,976.4666,2032500
9681 JT,2013-03-28,971.0216,2110000
9681 JT,2013-03-29,971.0216,1906500
9681 JT,2013-04-01,892.9769,2178500
9681 JT,2013-04-02,954.6866,3917000
9681 JT,2013-04-03,972.8366,2139000
9681 JT,2013-04-04,1027.2864,3125000
9681 JT,2013-04-05,1165.2259,5892500
9681 JT,2013-04-08,1248.7156,4308500
